bill_id,date,hour,outlet,item_name,quantity,price,payment_mode
B13265,28-01-2026,11,Karol Bagh,Masala Chai,1,30,Cash
B21502,08-04-2026,8,Connaught Place,Filter Coffee,2,60,Cash
B10517,05-01-2026,14,Karol Bagh,Adrak Chai,1,35,Card
B25798,14-05-2026,11,Connaught Place,Adrak Chai,1,35,Card
B11031,10-01-2026,17,Connaught Place,Adrak Chai,1,35,Card
B22110,13-04-2026,9,Karol Bagh,Adrak Chai,1,35,Cash
B29586,15-06-2026,9,Karol Bagh,Cold Coffee,2,90,Cash
B10367,04-01-2026,18,Connaught Place,Adrak Chai,1,35,Cash
B30589,24-06-2026,17,Connaught Place,Filter Coffee,1,60,UPI
B28320,04-06-2026,13,Karol Bagh,Cold Coffee,1,90,UPI
B24158,30-04-2026,19,Noida Sec 18,Filter Coffee,1,60,UPI
B30181,20-06-2026,22,Karol Bagh,Elaichi Chai,2,40,Cash
B20141,28-03-2026,22,Connaught Place,Cold Coffee,2,90,UPI
B28235,03-06-2026,8,Noida Sec 18,FRESH LIME SODA,1,60,UPI
B20904,03-04-2026,16,Karol Bagh,Vada Pav,1,35,UPI
B28823,08-06-2026,8,Noida Sec 18,Aloo Patty,2,30,UPI
B29860,17-06-2026,22,Noida Sec 18,Filter Coffee,2,60,Cash
B23323,23-04-2026,15,Noida Sec 18,Iced Tea,2,80,Card
B13745,01-02-2026,17,Noida Sec 18,Vada Pav,1,35,Cash
B13785,02-02-2026,15,Connaught Place,Adrak Chai,1,35,Cash
B10022,01-01-2026,9,Connaught Place,Adrak Chai,2,35,Card
B10422,04-01-2026,21,Karol Bagh,Elaichi Chai,1,40,Cash
B27880,31-05-2026,21,Karol Bagh,Vada Pav,1,35,
B17816,08-03-2026,16,Karol Bagh,Paneer Sandwich,1,80,UPI
B15104,13-02-2026,12,Noida Sec 18,Maggi,1,60,UPI
B16887,28-02-2026,14,Karol Bagh,Poha,1,50,UPI
B12896,25-01-2026,20,Karol Bagh,Masala Chai,1,30,UPI
B12600,23-01-2026,21,Connaught Place,Maggi,1,60,Cash
B23222,23-04-2026,12,Connaught Place,Masala Chai,1,30,Cash
B22116,13-04-2026,15,Karol Bagh,Masala Chai,1,30,UPI
B14491,08-02-2026,18,Connaught Place,Poha,2,50,Card
B30546,23-06-2026,17,Noida Sec 18,Masala Chai,1,30,Card
B21758,10-04-2026,17,Karol Bagh,Filter Coffee,2,60,UPI
B22201,14-04-2026,15,Karol Bagh,MASALA CHAI,1,30,UPI
B31272,30-06-2026,9,Connaught Place,Masala Chai,2,30,Card
B12789,24-01-2026,18,Karol Bagh,Poha,2,50,Cash
B29365,13-06-2026,18,Karol Bagh,Vada Pav,1,35,UPI
B29377,13-06-2026,20,Noida Sec 18,Masala Chai,1,30,UPI
B19534,22-03-2026,13,Noida Sec 18,Iced Tea,1,80,UPI
B20961,04-04-2026,16,Connaught Place,Kulhad Chai,1,50,UPI
B22925,20-04-2026,10,Karol Bagh,Kulhad Chai,1,50,UPI
B10597,06-01-2026,8,Connaught Place,Masala Chai,1,30,UPI
B18406,13-03-2026,8,Karol Bagh,Bun Maska,1,40,UPI
B20407,30-03-2026,14,Connaught Place,Poha,2,50,UPI
B20228,28-03-2026,14,Karol Bagh,Samosa,2,25,UPI
B10524,05-01-2026,9,Karol Bagh,Maggi,1,60,UPI
B22302,15-04-2026,13,Connaught Place,Samosa,1,25,UPI
B27749,30-05-2026,18,Karol Bagh, Masala Chai,1,30,UPI
B15484,16-02-2026,19,Noida Sec 18,Bun Maska,1,40,UPI
B22781,19-04-2026,14,Karol Bagh,Iced Tea,2,80,Cash
B16930,01-03-2026,18,Connaught Place,Adrak Chai,1,35,Card
B14030,04-02-2026,16,Connaught Place,Green Tea,1,40,Cash
B22272,15-04-2026,13,Connaught Place,Cold Coffee,1,90,UPI
B21112,05-04-2026,21,Connaught Place,Cold Coffee,1,90,UPI
B19667,24-03-2026,19,Connaught Place,Kulhad Chai,2,50,UPI
B28350,04-06-2026,8,Noida Sec 18,Iced Tea,2,80,Cash
B12568,23-01-2026,8,Connaught Place,Cold Coffee,1,90,Card
B11893,17-01-2026,18,Karol Bagh,Elaichi Chai,1,40,UPI
B24257,01-05-2026,13,Karol Bagh,Elaichi Chai,1,40,UPI
B24239,01-05-2026,8,Karol Bagh,Adrak Chai,1,35,UPI
B26806,22-05-2026,10,Karol Bagh,Fresh Lime Soda,2,60,UPI
B10633,06-01-2026,13,Karol Bagh,masala chai,1,30,UPI
B11467,13-01-2026,8,Noida Sec 18,Samosa,1,25,UPI
B24753,05-05-2026,18,Karol Bagh,Fresh Lime Soda,2,60,UPI
B27002,24-05-2026,18,Connaught Place,Filter Coffee,1,60,Cash
B27435,27-05-2026,16,Noida Sec 18,Cold Coffee,1,90,Cash
B12619,23-01-2026,10,Karol Bagh,Paneer Sandwich,1,80,UPI
B19538,22-03-2026,21,Noida Sec 18,Masala Chai,1,30,Cash
B16370,24-02-2026,10,Connaught Place,Masala Chai,1,30,Card
B18728,16-03-2026,11,Connaught Place,Filter Coffee,1,60,Cash
B27257,26-05-2026,16,Connaught Place,Masala Chai,1,30,UPI
B25932,15-05-2026,16,Connaught Place,Iced Tea,1,80,UPI
B10327,03-01-2026,16,Noida Sec 18,Masala Chai,1,30,Card
B10829,08-01-2026,14,Connaught Place,Filter Coffee,2,60,Cash
B13148,27-01-2026,15,Noida Sec 18,cold coffee,1,90,UPI
B12230,20-01-2026,10,Connaught Place,VADA PAV,2,35,UPI
B14454,07-02-2026,17,Noida Sec 18,Masala Chai,1,30,UPI
B29811,17-06-2026,8,Karol Bagh,Cold Coffee,1,90,UPI
B14657,09-02-2026,8,Karol Bagh,Samosa,1,25,Cash
B18633,15-03-2026,18,Connaught Place,Masala Chai,2,30,UPI
B14879,11-02-2026,18,Karol Bagh,Iced Tea,1,80,UPI
B14859,11-02-2026,18,Karol Bagh,Adrak Chai,1,35,Cash
B25949,15-05-2026,19,Connaught Place,Poha,1,50,UPI
B12078,19-01-2026,12,Connaught Place,Masala Chai,1,30,UPI
B17498,05-03-2026,18,Noida Sec 18,Vada Pav,1,35,UPI
B25098,08-05-2026,22,Connaught Place,Poha,2,50,Cash
B17430,05-03-2026,14,Connaught Place,Iced Tea,1,80,UPI
B28034,02-06-2026,16,Connaught Place,Masala Chai,1,30,UPI
B30162,20-06-2026,16,Karol Bagh,Masala Chai,1,30,UPI
B21736,10-04-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B24117,30-04-2026,11,Karol Bagh,Masala Chai,1,30,Cash
B22855,20-04-2026,8,Connaught Place,Masala Chai,1,30,UPI
B12266,20-01-2026,8,Karol Bagh,Cold Coffee,1,90,UPI
B14945,12-02-2026,9,Connaught Place,Filter Coffee,1,60,Cash
B30750,25-06-2026,16,Karol Bagh,Adrak Chai,1,35,UPI
B11626,15-01-2026,8,Connaught Place,Masala Chai,1,30,UPI
B19048,18-03-2026,11,Karol Bagh,Vada Pav,1,35,UPI
B16639,26-02-2026,19,Karol Bagh,Masala Chai,2,30,Card
B21392,07-04-2026,8,Karol Bagh,Cold Coffee,2,90,Cash
B27365,27-05-2026,8,Connaught Place,Maggi,1,60,UPI
B15316,15-02-2026,11,Connaught Place,Filter Coffee,1,60,UPI
B26506,20-05-2026,15,Connaught Place,Kulhad Chai,1,50,UPI
B24319,02-05-2026,16,Connaught Place,Adrak Chai,1,35,UPI
B30171,20-06-2026,13,Karol Bagh,Kulhad Chai,1,50,UPI
B15100,13-02-2026,20,Karol Bagh,Bun Maska,2,40,UPI
B15630,18-02-2026,9,Connaught Place,Iced Tea,1,80,
B21608,09-04-2026,9,Connaught Place,Masala Chai,1,30,UPI
B24187,01-05-2026,8,Connaught Place,Masala Chai,1,30,Cash
B18487,14-03-2026,18,Connaught Place,Iced Tea,1,80,UPI
B15431,16-02-2026,20,Connaught Place,Elaichi Chai,1,40,UPI
B11588,14-01-2026,10,Noida Sec 18,Samosa,1,25,UPI
B11245,12-01-2026,11,Connaught Place,Iced Tea,1,80,UPI
B17216,03-03-2026,12,Karol Bagh,Cold Coffee,1,90,UPI
B26804,22-05-2026,8,Karol Bagh,Kulhad Chai,1,50,Cash
B20759,02-04-2026,10,Connaught Place,Fresh Lime Soda,1,60,UPI
B12481,22-01-2026,8,Karol Bagh,Adrak Chai,1,35,Cash
B18585,15-03-2026,18,Connaught Place,Adrak Chai,1,35,UPI
B26291,18-05-2026,11,Connaught Place,Iced Tea,1,80,UPI
B28540,06-06-2026,17,Karol Bagh,Kulhad Chai,2,50,Cash
B16612,26-02-2026,8,Connaught Place,Vada Pav,1,35,Cash
B12693,24-01-2026,14,Connaught Place,Filter Coffee,1,60,Cash
B19008,18-03-2026,9,Connaught Place,Aloo Patty,1,30,UPI
B30343,22-06-2026,11,Connaught Place,Samosa,1,25,UPI
B27694,30-05-2026,15,Connaught Place,Bun Maska,1,40,UPI
B30649,24-06-2026,18,Noida Sec 18,Adrak Chai,1,35,UPI
B27196,25-05-2026,13,Karol Bagh,Masala Chai,1,30,UPI
B28668,07-06-2026,14,Karol Bagh,Fresh Lime Soda,1,60,Cash
B18228,12-03-2026,8,Connaught Place,Fresh Lime Soda,1,60,Cash
B28323,04-06-2026,11,Karol Bagh,Masala Chai,2,30,UPI
B13107,27-01-2026,13,Connaught Place,Adrak Chai,1,35,UPI
B12760,24-01-2026,15,Karol Bagh,Samosa,1,25,UPI
B19221,20-03-2026,21,Connaught Place,Maggi,1,60,UPI
B20072,27-03-2026,14,Karol Bagh,Masala Chai,1,30,UPI
B18583,15-03-2026,20,Connaught Place,Adrak Chai,1,35,UPI
B14088,04-02-2026,15,Karol Bagh,Bun Maska,1,40,UPI
B18882,17-03-2026,11,Karol Bagh,Vada Pav,2,35,Cash
B17832,08-03-2026,18,Karol Bagh,Fresh Lime Soda,1,60,Cash
B29967,18-06-2026,16,Noida Sec 18,Adrak Chai,1,35,UPI
B12701,24-01-2026,17,Connaught Place,Bun Maska,1,40,UPI
B25002,07-05-2026,9,Karol Bagh,Iced Tea,2,80,Cash
B27704,30-05-2026,21,Connaught Place,Adrak Chai,1,35,
B31188,29-06-2026,8,Connaught Place,Maggi,1,60,UPI
B27997,01-06-2026,20,Noida Sec 18,Samosa,1,25,UPI
B26547,20-05-2026,9,Karol Bagh,Cold Coffee,1,90,Cash
B12139,19-01-2026,8,Karol Bagh,Samosa,1,25,UPI
B28154,03-06-2026,11,Connaught Place,Filter Coffee,1,60,UPI
B21216,06-04-2026,10,Connaught Place,Masala Chai,1,30,UPI
B18663,15-03-2026,20,Karol Bagh,Masala Chai,1,30,Card
B13014,26-01-2026,8,Karol Bagh,Samosa,1,25,UPI
B26603,20-05-2026,8,Noida Sec 18,Kulhad Chai,1,50,Card
B29343,13-06-2026,19,Karol Bagh,Vada Pav,1,35,UPI
B16864,28-02-2026,16,Connaught Place,Poha,2,50,UPI
B28798,08-06-2026,13,Noida Sec 18,Adrak Chai,1,35,Cash
B18905,17-03-2026,10,Karol Bagh,bun maska,2,40,UPI
B11323,12-01-2026,11,Karol Bagh,Filter Coffee,2,60,UPI
B30306,21-06-2026,19,Karol Bagh,Masala Chai,2,30,UPI
B11174,11-01-2026,15,Connaught Place,vada pav,1,35,UPI
B24376,02-05-2026,18,Karol Bagh,Masala Chai,1,30,UPI
B13546,31-01-2026,16,Connaught Place,Filter Coffee,1,60,UPI
B18714,16-03-2026,8,Connaught Place,Samosa,1,25,UPI
B19999,26-03-2026,15,Noida Sec 18,Adrak Chai,1,35,UPI
B31370,30-06-2026,15,Noida Sec 18,Cold Coffee,1,90,UPI
B23766,27-04-2026,9,Karol Bagh,Adrak Chai,1,35,UPI
B20948,03-04-2026,20,Noida Sec 18,Paneer Sandwich,2,80,Cash
B12457,22-01-2026,8,Connaught Place,Maggi,2,60,UPI
B20649,01-04-2026,9,Connaught Place,Fresh Lime Soda,1,60,
B10585,06-01-2026,11,Connaught Place,Cold Coffee,1,90,UPI
B17476,05-03-2026,17,Noida Sec 18,Bun Maska,1,40,UPI
B12911,25-01-2026,21,Karol Bagh,Elaichi Chai,1,40,Cash
B16091,21-02-2026,17,Noida Sec 18, Fresh Lime Soda,2,60,Card
B10352,04-01-2026,12,Connaught Place,Masala Chai,2,30,UPI
B29185,12-06-2026,8,Connaught Place,Vada Pav,2,35,Cash
B14935,12-02-2026,8,Connaught Place,Samosa,2,25,UPI
B12420,21-01-2026,22,Noida Sec 18,Masala Chai,2,30,UPI
B18707,16-03-2026,9,Connaught Place,Fresh Lime Soda,1,60,UPI
B30551,23-06-2026,14,Noida Sec 18,Adrak Chai,1,35,UPI
B10558,05-01-2026,19,Noida Sec 18,Adrak Chai,1,35,Cash
B20830,02-04-2026,15,Noida Sec 18,Iced Tea,2,80,Cash
B13397,29-01-2026,9,Noida Sec 18,Poha,1,50,Cash
B21273,06-04-2026,12,Karol Bagh,Bun Maska,2,40,UPI
B30612,24-06-2026,9,Karol Bagh,Adrak Chai,1,35,UPI
B18064,10-03-2026,13,Karol Bagh,Paneer Sandwich,1,80,Cash
B14235,06-02-2026,17,Connaught Place, Aloo Patty,1,30,UPI
B17230,03-03-2026,10,Karol Bagh,Adrak Chai,2,35,Cash
B11068,10-01-2026,21,Karol Bagh,Masala Chai,2,30,UPI
B11675,15-01-2026,8,Karol Bagh,Fresh Lime Soda,1,60,Cash
B12714,24-01-2026,17,Connaught Place,Kulhad Chai,2,50,Cash
B13860,02-02-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B16551,25-02-2026,15,Noida Sec 18,Adrak Chai,1,35,Card
B11934,17-01-2026,22,Noida Sec 18,Aloo Patty,1,30,Cash
B14443,07-02-2026,19,Karol Bagh,Elaichi Chai,1,40,Cash
B10366,04-01-2026,15,Connaught Place,Cold Coffee,1,90,Card
B27140,25-05-2026,16,Connaught Place,Iced Tea,1,80,UPI
B21015,04-04-2026,18,Connaught Place,Fresh Lime Soda,1,60,UPI
B19972,26-03-2026,9,Karol Bagh,Iced Tea,1,80,Cash
B28233,03-06-2026,8,Noida Sec 18,Adrak Chai,1,35,UPI
B12244,20-01-2026,14,Connaught Place,Aloo Patty,1,30,UPI
B13681,01-02-2026,14,Connaught Place,Vada Pav,2,35,UPI
B20125,27-03-2026,9,Noida Sec 18,Elaichi Chai,2,40,UPI
B22622,18-04-2026,18,Connaught Place,Masala Chai,1,30,UPI
B10644,06-01-2026,12,Karol Bagh,Bun Maska,2,40,Card
B24679,05-05-2026,8,Connaught Place,Fresh Lime Soda,1,60,Cash
B15169,14-02-2026,16,Connaught Place,Adrak Chai,1,35,Cash
B11580,14-01-2026,9,Karol Bagh,Masala Chai,1,30,Cash
B27343,26-05-2026,9,Noida Sec 18,MASALA CHAI,2,30,Cash
B25578,12-05-2026,17,Karol Bagh,Samosa,1,25,UPI
B29012,10-06-2026,10,Karol Bagh,Fresh Lime Soda,1,60,UPI
B24237,01-05-2026,9,Karol Bagh,masala chai,1,30,UPI
B19986,26-03-2026,10,Noida Sec 18,Samosa,1,25,Card
B27670,29-05-2026,9,Noida Sec 18,Adrak Chai,2,35,Card
B24166,30-04-2026,13,Noida Sec 18,Cold Coffee,1,90,Cash
B21588,09-04-2026,12,Connaught Place,Masala Chai,1,30,
B21644,09-04-2026,16,Karol Bagh,Iced Tea,1,80,UPI
B10965,09-01-2026,10,Karol Bagh,Masala Chai,1,30,UPI
B18175,11-03-2026,16,Noida Sec 18,Aloo Patty,1,30,Cash
B18971,18-03-2026,10,Connaught Place,Vada Pav,1,35,UPI
B16247,23-02-2026,14,Connaught Place,Masala Chai,1,30,Cash
B30341,22-06-2026,13,Connaught Place,Masala Chai,1,30,Cash
B23990,29-04-2026,8,Karol Bagh,Adrak Chai,1,35,Cash
B22618,18-04-2026,14,Connaught Place,MAGGI,1,60,UPI
B11563,14-01-2026,22,Karol Bagh,Adrak Chai,1,35,UPI
B17027,01-03-2026,17,Noida Sec 18,Adrak Chai,1,35,Cash
B23636,26-04-2026,18,Karol Bagh,Iced Tea,2,80,UPI
B29966,18-06-2026,14,Noida Sec 18,Kulhad Chai,1,50,Card
B24531,03-05-2026,22,Karol Bagh,fresh lime soda,2,60,Card
B27586,29-05-2026,10,Connaught Place,Fresh Lime Soda,1,60,UPI
B29932,18-06-2026,9,Connaught Place,Fresh Lime Soda,1,60,UPI
B22765,19-04-2026,17,Connaught Place,Adrak Chai,1,35,UPI
B12578,23-01-2026,8,Connaught Place,Adrak Chai,1,35,UPI
B19056,18-03-2026,18,Noida Sec 18,Masala Chai,2,30,Cash
B15474,16-02-2026,12,Karol Bagh,Vada Pav,1,35,UPI
B24776,05-05-2026,15,Noida Sec 18,Masala Chai,1,30,UPI
B24623,04-05-2026,10,Karol Bagh,Adrak Chai,2,35,Cash
B21748,10-04-2026,10,Karol Bagh,Fresh Lime Soda,1,60,UPI
B16442,24-02-2026,12,Noida Sec 18,Vada Pav,1,35,UPI
B23213,22-04-2026,10,Noida Sec 18,Adrak Chai,2,35,Cash
B12672,23-01-2026,19,Noida Sec 18,Masala Chai,1,30,UPI
B22531,17-04-2026,9,Connaught Place,Elaichi Chai,1,40,Card
B27142,25-05-2026,18,Connaught Place,elaichi chai,1,40,UPI
B30230,21-06-2026,20,Connaught Place,Iced Tea,2,80,Cash
B29307,13-06-2026,18,Connaught Place,Iced Tea,1,80,UPI
B10361,04-01-2026,14,Connaught Place,Masala Chai,1,30,Card
B15032,13-02-2026,8,Connaught Place,Masala Chai,2,30,Cash
B16258,23-02-2026,8,Connaught Place,Adrak Chai,1,35,Card
B24111,30-04-2026,14,Karol Bagh,Filter Coffee,1,60,UPI
B11408,13-01-2026,10,Connaught Place,Masala Chai,1,30,UPI
B24601,04-05-2026,8,Karol Bagh,Elaichi Chai,1,40,UPI
B29947,18-06-2026,9,Karol Bagh,Filter Coffee,2,60,Card
B28922,09-06-2026,14,Noida Sec 18,Iced Tea,1,80,UPI
B28346,04-06-2026,15,Noida Sec 18,Elaichi Chai,2,40,UPI
B14878,11-02-2026,8,Karol Bagh,Bun Maska,1,40,UPI
B22318,15-04-2026,9,Karol Bagh,Iced Tea,2,80,Cash
B13401,29-01-2026,8,Noida Sec 18,Maggi,1,60,UPI
B29996,19-06-2026,9,Connaught Place,Bun Maska,1,40,UPI
B14480,08-02-2026,20,Connaught Place,Masala Chai,1,30,Cash
B24986,07-05-2026,13,Connaught Place,Green Tea,1,40,UPI
B29627,16-06-2026,9,Connaught Place,Vada Pav,1,35,Cash
B27834,31-05-2026,18,Connaught Place,Samosa,1,25,Cash
B27388,27-05-2026,13,Karol Bagh,Fresh Lime Soda,1,60,Card
B24283,01-05-2026,11,Noida Sec 18,Paneer Sandwich,1,80,UPI
B21517,08-04-2026,11,Karol Bagh,Iced Tea,1,80,UPI
B26551,20-05-2026,13,Karol Bagh,Maggi,1,60,UPI
B27460,28-05-2026,17,Connaught Place,Vada Pav,1,35,UPI
B11300,12-01-2026,22,Karol Bagh,Filter Coffee,2,60,Cash
B18253,12-03-2026,11,Karol Bagh,Maggi,1,60,UPI
B28956,10-06-2026,22,Connaught Place,Masala Chai,2,30,Cash
B14922,12-02-2026,13,Connaught Place,Maggi,1,60,Cash
B22173,14-04-2026,8,Connaught Place,Adrak Chai,1,35,Cash
B23879,28-04-2026,8,Karol Bagh,Cold Coffee,1,90,UPI
B30394,22-06-2026,10,Karol Bagh,Cold Coffee,1,90,Card
B21217,06-04-2026,9,Connaught Place,Cold Coffee,1,90,Cash
B14387,07-02-2026,17,Connaught Place,Elaichi Chai,1,40,Card
B30185,20-06-2026,14,Karol Bagh,Iced Tea,2,80,UPI
B23608,26-04-2026,17,Connaught Place,Cold Coffee,1,90,UPI
B25604,12-05-2026,22,Karol Bagh,Paneer Sandwich,1,80,UPI
B26666,21-05-2026,15,Connaught Place,Filter Coffee,1,60,UPI
B21447,07-04-2026,15,Noida Sec 18,Adrak Chai,1,35,UPI
B26856,22-05-2026,8,Noida Sec 18,Adrak Chai,1,35,UPI
B31249,29-06-2026,17,Noida Sec 18,Poha,1,50,Cash
B17115,02-03-2026,10,Noida Sec 18,Masala Chai,1,30,UPI
B15148,14-02-2026,18,Connaught Place,Adrak Chai,2,35,Cash
B17692,07-03-2026,16,Karol Bagh,Adrak Chai,1,35,UPI
B14940,12-02-2026,18,Connaught Place, Filter Coffee,1,60,UPI
B23918,28-04-2026,10,Noida Sec 18,Bun Maska,1,40,Cash
B28151,03-06-2026,9,Connaught Place,Iced Tea,1,80,UPI
B11042,10-01-2026,8,Connaught Place,Vada Pav,1,35,Cash
B17715,07-03-2026,21,Karol Bagh,Masala Chai,1,30,UPI
B14503,08-02-2026,21,Connaught Place,Adrak Chai,1,35,UPI
B29016,10-06-2026,17,Karol Bagh,Adrak Chai,1,35,UPI
B18646,15-03-2026,17,Karol Bagh,Maggi,1,60,UPI
B29804,17-06-2026,10,Karol Bagh,fresh lime soda,1,60,Card
B24976,07-05-2026,17,Connaught Place,Elaichi Chai,2,40,UPI
B13151,27-01-2026,15,Noida Sec 18,Adrak Chai,1,35,Cash
B21896,12-04-2026,22,Connaught Place,Masala Chai,1,30,Card
B29863,17-06-2026,8,Noida Sec 18,Samosa,2,25,UPI
B16080,21-02-2026,17,Karol Bagh,Green Tea,1,40,UPI
B20153,28-03-2026,20,Connaught Place,Vada Pav,1,35,UPI
B19489,22-03-2026,18,Karol Bagh,Vada Pav,2,35,UPI
B29123,11-06-2026,18,Karol Bagh,Iced Tea,1,80,UPI
B11094,10-01-2026,16,Karol Bagh,Poha,1,50,Card
B27780,30-05-2026,18,Karol Bagh,vada pav,1,35,UPI
B17123,02-03-2026,10,Noida Sec 18,Masala Chai,1,30,
B21915,12-04-2026,13,Connaught Place,Masala Chai,1,30,UPI
B30020,19-06-2026,14,Connaught Place,Cold Coffee,1,90,UPI
B12302,20-01-2026,9,Noida Sec 18,Maggi,1,60,Card
B25838,14-05-2026,15,Karol Bagh,Cold Coffee,1,90,UPI
B11163,11-01-2026,16,Connaught Place,Filter Coffee,2,60,Cash
B21963,12-04-2026,18,Karol Bagh,Adrak Chai,2,35,Cash
B18324,12-03-2026,12,Noida Sec 18,Paneer Sandwich,1,80,UPI
B22316,15-04-2026,10,Karol Bagh,Vada Pav,1,35,Cash
B27095,24-05-2026,22,Noida Sec 18,Samosa,1,25,Cash
B15809,19-02-2026,9,Karol Bagh,Adrak Chai,1,35,UPI
B23665,26-04-2026,21,Karol Bagh,Adrak Chai,1,35,UPI
B11114,10-01-2026,19,Noida Sec 18,Kulhad Chai,2,50,UPI
B29236,12-06-2026,15,Karol Bagh,ICED TEA,1,80,Cash
B20943,03-04-2026,19,Noida Sec 18,Samosa,1,25,
B18502,14-03-2026,20,Connaught Place,Bun Maska,2,40,UPI
B13556,31-01-2026,21,Connaught Place,Masala Chai,1,30,Cash
B10057,01-01-2026,18,Karol Bagh,Samosa,1,25,UPI
B20402,30-03-2026,16,Connaught Place,Masala Chai,1,30,UPI
B20771,02-04-2026,14,Connaught Place,Adrak Chai,2,35,UPI
B18885,17-03-2026,8,Karol Bagh,Poha,1,50,
B20010,26-03-2026,8,Noida Sec 18,Adrak Chai,1,35,UPI
B16733,27-02-2026,10,Connaught Place,Adrak Chai,1,35,UPI
B28876,09-06-2026,10,Karol Bagh,Fresh Lime Soda,1,60,UPI
B25057,07-05-2026,17,Noida Sec 18,Adrak Chai,1,35,Card
B22674,18-04-2026,18,Karol Bagh,Kulhad Chai,1,50,UPI
B31206,29-06-2026,19,Karol Bagh,Kulhad Chai,2,50,UPI
B22039,13-04-2026,10,Connaught Place,Samosa,1,25,Cash
B29315,13-06-2026,21,Connaught Place,Maggi,2,60,UPI
B26191,17-05-2026,17,Karol Bagh,Green Tea,1,40,Cash
B21178,05-04-2026,11,Karol Bagh,Kulhad Chai,1,50,Card
B30913,27-06-2026,19,Connaught Place,Vada Pav,1,35,Cash
B24837,06-05-2026,16,Connaught Place,Maggi,2,60,UPI
B26352,18-05-2026,12,Noida Sec 18,Cold Coffee,2,90,Cash
B18317,12-03-2026,18,Noida Sec 18,Adrak Chai,2,35,Cash
B10707,07-01-2026,10,Connaught Place,Elaichi Chai,1,40,UPI
B15403,16-02-2026,21,Connaught Place,Samosa,1,25,Cash
B27853,31-05-2026,9,Karol Bagh,Samosa,1,25,Card
B25377,10-05-2026,19,Karol Bagh,Vada Pav,1,35,Card
B25355,10-05-2026,17,Karol Bagh,Poha,1,50,UPI
B22566,17-04-2026,10,Karol Bagh,Masala Chai,1,30,Cash
B22468,16-04-2026,13,Noida Sec 18,Masala Chai,1,30,UPI
B15254,15-02-2026,20,Connaught Place,Adrak Chai,1,35,Cash
B17703,07-03-2026,17,Karol Bagh,Samosa,1,25,UPI
B14113,04-02-2026,18,Noida Sec 18,Masala Chai,2,30,Card
B22927,20-04-2026,8,Karol Bagh,Vada Pav,1,35,UPI
B29386,13-06-2026,15,Noida Sec 18,Maggi,1,60,UPI
B12843,25-01-2026,16,Connaught Place,Adrak Chai,1,35,Cash
B11801,16-01-2026,11,Karol Bagh,Kulhad Chai,1,50,UPI
B17438,05-03-2026,16,Karol Bagh,Masala Chai,1,30,Card
B11073,10-01-2026,14,Karol Bagh,Masala Chai,2,30,UPI
B15420,16-02-2026,22,Connaught Place,Cold Coffee,2,90,UPI
B28571,06-06-2026,19,Karol Bagh, Masala Chai,2,30,UPI
B29678,16-06-2026,8,Karol Bagh,Vada Pav,1,35,Cash
B27937,01-06-2026,21,Connaught Place,Iced Tea,2,80,UPI
B26710,21-05-2026,8,Karol Bagh,Masala Chai,1,30,Cash
B30855,26-06-2026,8,Karol Bagh,Fresh Lime Soda,1,60,UPI
B25536,12-05-2026,10,Connaught Place,Iced Tea,2,80,UPI
B11342,12-01-2026,9,Noida Sec 18,Samosa,1,25,UPI
B25275,09-05-2026,18,Karol Bagh,Samosa,1,25,UPI
B13226,28-01-2026,16,Connaught Place,Iced Tea,2,80,UPI
B15517,17-02-2026,18,Connaught Place,Elaichi Chai,1,40,Cash
B18698,15-03-2026,13,Noida Sec 18,Adrak Chai,1,35,Cash
B16761,27-02-2026,20,Karol Bagh,Masala Chai,2,30,UPI
B17608,06-03-2026,12,Noida Sec 18,Poha,1,50,UPI
B14489,08-02-2026,18,Connaught Place,Iced Tea,1,80,UPI
B16461,25-02-2026,16,Connaught Place,Masala Chai,1,30,Cash
B30133,20-06-2026,17,Connaught Place,Bun Maska,1,40,Cash
B27956,01-06-2026,9,Connaught Place,Filter Coffee,1,60,UPI
B17673,07-03-2026,15,Connaught Place,Elaichi Chai,1,40,Cash
B21299,06-04-2026,9,Karol Bagh,Iced Tea,1,80,Cash
B20768,02-04-2026,10,Connaught Place,Vada Pav,1,35,UPI
B26826,22-05-2026,15,Noida Sec 18,Cold Coffee,1,90,UPI
B15713,18-02-2026,10,Noida Sec 18,Masala Chai,1,30,Cash
B11181,11-01-2026,17,Karol Bagh,Vada Pav,1,35,UPI
B30077,19-06-2026,8,Noida Sec 18,Filter Coffee,1,60,UPI
B17227,03-03-2026,22,Karol Bagh,Masala Chai,1,30,Cash
B28784,08-06-2026,8,Karol Bagh,Green Tea,1,40,UPI
B26306,18-05-2026,18,Karol Bagh,Cold Coffee,1,90,UPI
B16944,01-03-2026,22,Connaught Place,Vada Pav,1,35,UPI
B12022,18-01-2026,17,Karol Bagh,Masala Chai,1,30,UPI
B17914,09-03-2026,10,Karol Bagh,Cold Coffee,2,90,UPI
B10677,06-01-2026,8,Noida Sec 18,Aloo Patty,1,30,UPI
B29578,15-06-2026,18,Karol Bagh,Vada Pav,2,35,Cash
B27335,26-05-2026,13,Noida Sec 18,Filter Coffee,2,60,UPI
B23334,23-04-2026,19,Noida Sec 18,Samosa,1,25,UPI
